category,sub_category,name,lat,lon,address,phone,operator,kakao_id,category_name,data_source
medical,pharmacy,하나약국,36.0706483742118,128.34868685733062,경북 구미시 오태동 742-18,054-451-7778,,13552349,"의료,건강 > 약국",kakao
medical,pharmacy,보람약국,36.0711180627662,128.348429587992,경북 구미시 금오대로 291,054-461-3339,,13548676,"의료,건강 > 약국",kakao
medical,pharmacy,상일약국,36.071682097097224,128.34987778251252,경북 구미시 금오대로14길 3,054-464-1991,,8355887,"의료,건강 > 약국",kakao
medical,pharmacy,상모제일약국,36.0863620174287,128.355759742824,경북 구미시 상사서로 44,054-465-5088,,13547542,"의료,건강 > 약국",kakao
medical,pharmacy,대한약국,36.08689946517556,128.35524939135146,경북 구미시 상사서로 49,054-461-0830,,22732712,"의료,건강 > 약국",kakao
medical,pharmacy,정성약국,36.0873909071933,128.355539825439,경북 구미시 상사서로 56,054-465-8775,,495679683,"의료,건강 > 약국",kakao
medical,pharmacy,상모약국,36.08818929326492,128.35546249617653,경북 구미시 상사서로 64,054-464-5116,,12375368,"의료,건강 > 약국",kakao
medical,pharmacy,햇살약국,36.0890548650048,128.35502215799573,경북 구미시 상사서로 73,054-464-2552,,10019264,"의료,건강 > 약국",kakao
medical,pharmacy,서울약국,36.10680258938203,128.33578772616133,경북 구미시 형곡로 179,054-456-0900,,9110257,"의료,건강 > 약국",kakao
medical,pharmacy,참조은약국,36.10713228325,128.335798861649,경북 구미시 형곡동로 55,054-451-2523,,9959162,"의료,건강 > 약국",kakao
medical,pharmacy,호산나약국,36.08994226677959,128.3559977668406,경북 구미시 상모로 55,054-462-7711,,13549898,"의료,건강 > 약국",kakao
medical,pharmacy,은약국,36.1069641562651,128.33762168068,경북 구미시 형곡로 198,054-451-3206,,17522287,"의료,건강 > 약국",kakao
medical,pharmacy,현약국,36.09487773423834,128.35528867928946,경북 구미시 상사서로 139-3,054-461-0627,,904736296,"의료,건강 > 약국",kakao
medical,pharmacy,새경북약국,36.1111710886444,128.336293717297,경북 구미시 형곡중앙로 41,054-457-0080,,10519050,"의료,건강 > 약국",kakao
medical,pharmacy,시티약국,36.11501362049118,128.33216180793505,경북 구미시 형곡로 70,054-443-8030,,9846480,"의료,건강 > 약국",kakao
medical,pharmacy,유하약국,36.096811610172,128.356401158958,경북 구미시 상사서로 161,054-463-3776,,8474077,"의료,건강 > 약국",kakao
medical,pharmacy,대일약국,36.1122136064773,128.339771936481,경북 구미시 새마을로 3,054-461-5362,,1741653012,"의료,건강 > 약국",kakao
medical,pharmacy,행복약국,36.11251672840038,128.33958051310546,경북 구미시 신시로 52,054-451-0379,,10037484,"의료,건강 > 약국",kakao
medical,pharmacy,형곡메디컬약국,36.1132372215448,128.338812005995,경북 구미시 신시로 59,054-456-0203,,1885177956,"의료,건강 > 약국",kakao
medical,pharmacy,웰그린약국,36.11387964291585,128.33873961694707,경북 구미시 신시로 67,054-451-1919,,26313747,"의료,건강 > 약국",kakao
medical,pharmacy,로뎀약국,36.11455770588824,128.33870337139712,경북 구미시 신시로 75,054-451-8880,,10366418,"의료,건강 > 약국",kakao
medical,pharmacy,형곡드림약국,36.11484934209228,128.3388138303517,경북 구미시 신시로 77,054-715-2010,,1374081886,"의료,건강 > 약국",kakao
medical,pharmacy,혜성약국,36.11432652359413,128.33987557858202,경북 구미시 신시로8길 7-11,054-455-0070,,11205146,"의료,건강 > 약국",kakao
medical,pharmacy,이롬약국,36.11448418082314,128.33987936782506,경북 구미시 신시로10길 8,054-715-7151,,1060704130,"의료,건강 > 약국",kakao
medical,pharmacy,21세기약국,36.11484968092543,128.33967011889686,경북 구미시 신시로 78,054-452-2121,,8754079,"의료,건강 > 약국",kakao
medical,pharmacy,예일약국,36.1149385624622,128.340102547191,경북 구미시 신시로10길 9,054-443-4964,,8485465,"의료,건강 > 약국",kakao
medical,pharmacy,이레약국,36.1153368998489,128.339616201101,경북 구미시 신시로14길 4,054-441-2901,,21218114,"의료,건강 > 약국",kakao
medical,pharmacy,새민약국,36.11495020100735,128.34027044775286,경북 구미시 신시로10길 11,054-456-1102,,1225817728,"의료,건강 > 약국",kakao
medical,pharmacy,수약국,36.1150728759042,128.340340280287,경북 구미시 신시로10길 13,054-442-7782,,9208661,"의료,건강 > 약국",kakao
medical,pharmacy,참약사 더봄약국,36.117338943167,128.342620085379,경북 구미시 송정대로 34,054-456-1023,,377483628,"의료,건강 > 약국",kakao
medical,pharmacy,음양약국,36.1215612665373,128.340646062719,경북 구미시 백산로 61,054-458-6005,,11173630,"의료,건강 > 약국",kakao
medical,pharmacy,나눔약국,36.121997068261905,128.34027471997905,경북 구미시 박정희로 599,054-443-1369,,13547025,"의료,건강 > 약국",kakao
medical,pharmacy,원남약국,36.130781360714046,128.3224418258768,경북 구미시 원남로 7,054-458-2700,,9371850,"의료,건강 > 약국",kakao
medical,pharmacy,예명약국,36.11929006878803,128.34870204404777,경북 구미시 백산로 141,054-455-0794,,11191880,"의료,건강 > 약국",kakao
medical,pharmacy,구미이마트약국,36.1094793436001,128.364854693592,경북 구미시 구미대로 256,054-462-4153,,13550277,"의료,건강 > 약국",kakao
medical,pharmacy,구미대형약국,36.10222163682145,128.38190637869124,경북 구미시 1공단로 169,054-463-8275,,27003530,"의료,건강 > 약국",kakao
medical,pharmacy,금오약국,36.1016799261542,128.383010643295,경북 구미시 1공단로 182,054-462-9525,,8697613,"의료,건강 > 약국",kakao
medical,pharmacy,벧엘약국,36.1023227034757,128.384469912146,경북 구미시 1공단로 197-3,054-465-9608,,27383794,"의료,건강 > 약국",kakao
medical,pharmacy,백초약국,36.102710040097975,128.3849508653024,경북 구미시 산호대로 213,054-461-8275,,17210995,"의료,건강 > 약국",kakao
medical,pharmacy,문전약국,36.09539057933213,128.423884913016,경북 구미시 인동20길 43-3,054-471-7875,,19175537,"의료,건강 > 약국",kakao
medical,pharmacy,매일 25시 약국,36.0951667831921,128.427470551003,경북 구미시 인동26길 22,054-475-1125,,2006376064,"의료,건강 > 약국",kakao
medical,pharmacy,동구미이마트약국,36.1063286559773,128.40417803851,경북 구미시 이계북로 23,054-472-2772,,1115921726,"의료,건강 > 약국",kakao
medical,pharmacy,구미정문약국,36.10721412740137,128.4024381058677,경북 구미시 3공단1로 284,054-472-4917,,19149472,"의료,건강 > 약국",kakao
medical,pharmacy,솔약국,36.092344989032384,128.43316078625156,경북 구미시 인동36길 23-11,054-476-7771,,9156053,"의료,건강 > 약국",kakao
medical,pharmacy,행복한약국,36.09406002101285,128.43239250965496,경북 구미시 인동36길 6,054-474-8833,,13549299,"의료,건강 > 약국",kakao
medical,pharmacy,다정약국,36.09559386551612,128.42951573036828,경북 구미시 인동남길 134,054-474-1235,,489664017,"의료,건강 > 약국",kakao
medical,pharmacy,정우약국,36.09603842553643,128.43024550146362,경북 구미시 인동북길 137,054-473-8661,,9384974,"의료,건강 > 약국",kakao
