category,sub_category,name,lat,lon,address,phone,operator,kakao_id,category_name,data_source
safety,fire_station,옥계119안전센터,36.1389459295608,128.439402701922,경북 구미시 산동읍 산호대로41길 4,,,1373927766,"사회,공공기관 > 행정기관 > 소방서 > 119안전센터",kakao
safety,fire_station,봉곡119안전센터,36.1546284756686,128.315380642947,경북 구미시 봉곡동로 48,,,1373930025,"사회,공공기관 > 행정기관 > 소방서 > 119안전센터",kakao
safety,fire_station,송정119안전센터,36.11425692467,128.351045961693,경북 구미시 백산로 207,,,1378942757,"사회,공공기관 > 행정기관 > 소방서 > 119안전센터",kakao
safety,fire_station,원평119안전센터,36.1286660359512,128.340629156652,경북 구미시 산업로 174,,,1373911912,"사회,공공기관 > 행정기관 > 소방서 > 119안전센터",kakao
safety,fire_station,인동119안전센터,36.1060965764239,128.418370278325,경북 구미시 이계북로 147,,,1373842781,"사회,공공기관 > 행정기관 > 소방서 > 119안전센터",kakao
safety,fire_station,고아119안전센터,36.1995888425749,128.3395027795015,경북 구미시 고아읍 선산대로 821,054-481-3119,,1373942086,"사회,공공기관 > 행정기관 > 소방서 > 119안전센터",kakao
safety,fire_station,해평119안전센터,36.1988903451992,128.391091565143,경북 구미시 해평면 강동로 1663,,,1373839616,"사회,공공기관 > 행정기관 > 소방서 > 119안전센터",kakao
safety,fire_station,상림119안전센터,36.0900083034367,128.360347792588,경북 구미시 상림로 45,,,1373847138,"사회,공공기관 > 행정기관 > 소방서 > 119안전센터",kakao
safety,fire_station,공단119안전센터,36.1099515603559,128.376194812938,경북 구미시 수출대로 112,,,1373947396,"사회,공공기관 > 행정기관 > 소방서 > 119안전센터",kakao
safety,fire_station,선산119안전센터,36.2394197091646,128.304999882073,경북 구미시 선산읍 선산대로 1400-13,,,1373845242,"사회,공공기관 > 행정기관 > 소방서 > 119안전센터",kakao
safety,fire_station,구미119구조구급센터,36.109963323842244,128.3761905760392,경북 구미시 수출대로 112,054-463-4200,,9663084,"사회,공공기관 > 행정기관 > 소방서 > 119안전센터",kakao
